long,long,long,long,long,long,long,long,long,long,long,long,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float
4289,2,0,1440,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,0.949999988079071,0,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
4290,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-107374176,-107374176
4291,4,0,360,1440,2520,2520,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,16000,16000,7250,16000,16000,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
4292,4,0,360,1440,2520,2520,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-0.300000011920929,-0.300000011920929,-0.5,-0.300000011920929,-0.300000011920929,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
4293,2,0,1440,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,1,1,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
4294,2,0,1440,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,0.699999988079071,0,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
4295,2,0,1440,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,0.949999988079071,0,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
4296,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-107374176,-107374176
4297,4,0,360,1440,2520,2520,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,16000,16000,8000,16000,16000,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
4298,4,0,360,1440,2520,2520,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-0.300000011920929,-0.300000011920929,-0.5,-0.300000011920929,-0.300000011920929,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
4299,2,0,1440,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,1,1,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
4300,2,0,1440,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,0.699999988079071,0,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
4301,2,0,1440,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,0.949999988079071,0,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
4302,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-107374176,-107374176
4303,3,0,720,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,15000,15000,15000,0,0,0,0,0,0,0,0,0,0,0,0,0
4304,3,0,720,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
4305,1,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4306,1,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4307,1,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4308,1,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4309,2,0,1440,1440,1440,2640,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,8000,20000,45000,45000,32000,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
4310,2,0,1440,1440,1440,2640,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-0.100000001490116,0.100000001490116,-0.100000001490116,-0.100000001490116,-0.100000001490116,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
4311,4,0,1440,2160,2870,2640,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,1,1,1,1,1,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
4312,4,0,1440,2160,2870,2640,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,0.5,0.100000001490116,0.5,0.5,0.800000011920929,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
4313,4,0,1440,2160,2870,2640,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,0.949999988079071,0.300000011920929,0.949999988079071,0.949999988079071,0.949999988079071,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
4314,4,0,1440,2160,2870,2640,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,1,1,1,1,1,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
4315,1,2160,0,0,0,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,900,0,0,0,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
4316,1,2160,0,0,0,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,0,0,0,0,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
4317,1,2160,0,0,0,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,1,0,0,0,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
4318,1,2160,0,0,0,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,0.5,0,0,0,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
4319,1,2160,0,0,0,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,0.949999988079071,0,0,0,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
4320,1,2160,0,0,0,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,1,0,0,0,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
4321,2,0,1440,1440,1440,2640,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,45000,9000,45000,45000,32000,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
4322,2,0,1440,1440,1440,2640,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-0.100000001490116,0.5,-0.100000001490116,-0.100000001490116,-0.100000001490116,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
4323,2,0,1440,1440,1440,2640,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,1,1,1,1,1,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
4324,2,0,1440,1440,1440,2640,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,0.600000023841858,0.5,0.600000023841858,0.600000023841858,0.800000011920929,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
4325,2,0,1440,1440,1440,2640,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,0.949999988079071,0.75,0.949999988079071,0.949999988079071,0.949999988079071,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
4326,2,0,1440,1440,1440,2640,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,1,1,1,1,1,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
4327,6,0,360,720,1440,2520,2640,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,18000,18000,16000,18000,17000,17333.333984375,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
4328,6,0,360,720,1440,2520,2640,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,0.25,0.25,0,0.25,0.25,0.25,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
4329,6,0,360,720,1440,2520,2640,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,1,1,1,1,1,1,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
4330,6,0,360,720,1440,2520,2640,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,0.5,0.5,0.5,0.5,0.5,0.5,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
4331,6,0,360,720,1440,2520,2640,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,0.949999988079071,0.949999988079071,0.949999988079071,0.949999988079071,0.949999988079071,0.949999988079071,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
4332,6,0,360,720,1440,2520,2640,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,1,1,1,1,1,1,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
4333,6,0,360,720,1440,2520,2640,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,20000,20000,20000,18000,20000,20000,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
4334,6,0,360,720,1440,2520,2640,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,0.25,0.25,0.25,0.100000001490116,0.25,0.25,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
4335,6,0,360,720,1440,2520,2640,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,1,1,1,1,1,1,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
4336,6,0,360,720,1440,2520,2640,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,0.5,0.5,0.5,0.349999994039536,0.5,0.5,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
4337,6,0,360,720,1440,2520,2640,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,0.949999988079071,0.949999988079071,0.949999988079071,0.949999988079071,0.949999988079071,0.949999988079071,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
4338,6,0,360,720,1440,2520,2640,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,1,1,1,1,1,1,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
4339,6,0,360,720,1440,2400,2640,0,0,0,0,0,0,0,0,0,0,18000,18000,18000,16000,18000,18000,0,0,0,0,0,0,0,0,0,0
4340,6,0,360,720,1440,2400,2640,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.100000001490116,0.25,0.25,0,0,0,0,0,0,0,0,0,0
4341,6,0,360,720,1440,2520,2640,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
4342,6,0,360,720,1440,2520,2640,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0
4343,6,0,360,720,1440,2520,2640,0,0,0,0,0,0,0,0,0,0,0.949999988079071,0.949999988079071,0.949999988079071,0.949999988079071,0.949999988079071,0.949999988079071,0,0,0,0,0,0,0,0,0,0
4344,6,0,360,720,1440,2520,2640,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
4345,4,0,720,1440,2520,2640,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,35000,35000,10000,35000,32000,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
4346,4,0,720,1440,2520,2640,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-0.300000011920929,-0.300000011920929,-0.300000011920929,-0.300000011920929,-0.300000011920929,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
4347,5,0,720,1440,2520,2640,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,1,1,1,1,1,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
4348,5,0,720,1440,2520,2640,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,0.5,0.5,0.5,0.5,0.5,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
4349,5,0,720,1440,2520,2640,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,0.949999988079071,0.949999988079071,0.949999988079071,0.949999988079071,0.949999988079071,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
4350,5,0,720,1440,2520,2640,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,1,1,1,1,1,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
4351,2,0,1440,1440,2160,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,9000,20000,16000,16000,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
4352,2,0,1440,1440,2160,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,0.100000001490116,-0.100000001490116,0,-0.25,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
4353,2,0,1440,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,1,1,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
4354,2,0,1440,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,0.5,0,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
4355,2,0,1440,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,0.949999988079071,0,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
4356,2,0,1440,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,1,1,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
4357,3,0,720,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,15000,15000,15000,0,0,0,0,0,0,0,0,0,0,0,0,0
4358,3,0,720,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
4359,1,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4360,1,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4361,1,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4362,1,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4363,2,0,1440,0,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,13000,13000,0,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
4364,2,0,1440,0,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,0.200000002980232,0.200000002980232,0,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
4365,2,0,1440,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,1,1,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
4366,2,0,1440,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,0.449999988079071,0.449999988079071,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
4367,2,0,1440,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,0.949999988079071,0.949999988079071,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
4368,2,0,1440,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,1,1,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
4369,2,0,1440,0,0,0,0,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,13000,13000,0,0,0,0,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
4370,2,0,1440,0,0,0,0,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,0.100000001490116,0.100000001490116,0,0,0,0,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
4371,6,0,360,720,1440,2520,2640,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,1,1,1,1,1,1,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
4372,6,0,360,720,1440,2520,2640,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,0.5,0.5,0.5,0.5,0.5,0.5,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
4373,6,0,360,720,1440,2520,2640,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,0.949999988079071,0.949999988079071,0.949999988079071,0.949999988079071,0.949999988079071,0.949999988079071,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
4374,6,0,360,720,1440,2520,2640,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,1,1,1,1,1,1,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
4375,4,0,360,1440,2520,0,0,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,14000,13000,13000,13000,0,0,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
4376,4,0,360,1440,2520,0,0,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,0.100000001490116,0.100000001490116,0.100000001490116,0.100000001490116,0,0,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
4377,6,0,360,720,1440,2520,2640,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,1,1,1,1,1,1,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
4378,6,0,360,720,1440,2520,2640,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,0.5,0.5,0.5,0.5,0.5,0.5,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
4379,6,0,360,720,1440,2520,2640,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,0.949999988079071,0.949999988079071,0.949999988079071,0.949999988079071,0.949999988079071,0.949999988079071,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
4380,6,0,360,720,1440,2520,2640,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,1,1,1,1,1,1,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
4381,4,0,720,1440,2520,2640,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,20000,20000,20000,20000,32000,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
4382,4,0,720,1440,2520,2640,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-0.100000001490116,-0.100000001490116,-0.100000001490116,-0.100000001490116,-0.300000011920929,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
4383,5,0,720,1440,2520,2640,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,1,1,1,1,1,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
4384,5,0,720,1440,2520,2640,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,0.5,0.5,0.5,0.5,0.5,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
4385,5,0,720,1440,2520,2640,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,0.949999988079071,0.949999988079071,0.949999988079071,0.949999988079071,0.949999988079071,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
4386,5,0,720,1440,2520,2640,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,1,1,1,1,1,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
4387,4,0,720,1440,2520,2640,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,19000,19000,20000,19000,32000,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
4388,4,0,720,1440,2520,2640,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-0.100000001490116,-0.100000001490116,-0.100000001490116,-0.100000001490116,-0.300000011920929,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
4389,5,0,720,1440,2520,2640,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,1,1,1,1,1,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
4390,5,0,720,1440,2520,2640,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,0.5,0.5,0.5,0.5,0.5,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
4391,5,0,720,1440,2520,2640,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,0.949999988079071,0.949999988079071,0.949999988079071,0.949999988079071,0.949999988079071,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
