long,long,flags,long,long,long,long,long,long,long,long,long,long,long,long,long,long,None,flags,flags,flags,flags,flags,flags,flags,flags,flags,flags,long,flags,flags,long,flags,None
14570,4,0x2D0,960,1920,2400,0,0,0,0,0,0,0,0,0,0,0,,0x1C1822,0x444364,0x444364,0x251F32,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
14571,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x212121,0x212121,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
14572,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0xEFF7FF,0x3C3854,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
14573,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x626E77,0x8699B9,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
14574,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x2B5469,0x6A7EB1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
14575,1,0x5A0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x222222,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
14576,1,0x5A0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x222222,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
14577,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0xA1715,0x214372,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
14578,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0xFF0A0E14,0x10294C,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
14579,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x162E4F,0x1B3961,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
14580,1,0x5A0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0xC203C,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
14581,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x4F6272,0x4F6272,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
14582,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x463B52,0x463B52,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
14583,1,0x5A0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x281F45,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
14584,1,0x5A0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x281F45,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
14585,1,0x5A0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x281F45,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
14586,1,0x5A0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x281F45,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
14587,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x281F45,0x281F45,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
14588,1,0x5A0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x281F45,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
14589,1,0x5A0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x426586,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
14590,1,0x5A0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x205245,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
14591,1,0x5A0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x205245,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
14592,1,0x5A0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x205245,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
14593,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
14594,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
14595,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x47511B,0x4D583A,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
14596,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x324931,0x3A534E,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
14597,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x4D5F3A,0x4D5F3A,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
14598,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x3A534E,0x3A534E,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
14599,4,0x0,1020,1440,2040,0,0,0,0,0,0,0,0,0,0,0,,0x96B1CB,0xF39992,0xE8BCA3,0xFFA89A,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
14600,4,0x0,1020,1440,2040,0,0,0,0,0,0,0,0,0,0,0,,0x714850,0x644C6F,0xAC8F9E,0x7A5A79,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
14601,4,0x0,1020,1440,2040,0,0,0,0,0,0,0,0,0,0,0,,0x2B0017,0x802E3F,0x534250,0x754063,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
14602,3,0x0,1440,2040,0,0,0,0,0,0,0,0,0,0,0,0,,0x4E353E,0xA97F86,0xA27568,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
14603,4,0x0,1020,1440,2040,0,0,0,0,0,0,0,0,0,0,0,,0x654956,0xE26A63,0xC9988E,0xED9A6D,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
14604,4,0x0,1020,1440,2040,0,0,0,0,0,0,0,0,0,0,0,,0x56323C,0xFFCA8E85,0xFAB5A4,0xEDA882,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
14605,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x462E3A,0xA77A70,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
14606,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x222B40,0x222B40,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
14607,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x333333,0x616161,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
14608,1,0x5A0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x8C677D,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
14609,4,0x0,1020,1440,2040,0,0,0,0,0,0,0,0,0,0,0,,0x6B5870,0x804344,0xB8877C,0x9E6B56,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
14610,3,0x0,1440,2040,0,0,0,0,0,0,0,0,0,0,0,0,,0x2F1D21,0x372E3F,0x5A5071,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
14611,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x190F12,0x271A1B,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
14612,1,0x5A0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x403E39,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
14613,1,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x40446,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
14614,1,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x255A48,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
14615,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x20161B,0x371D3E,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
14616,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x236356,0x665987,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
14617,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x16161A,0x857CD1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
14618,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x151413,0x6F4734,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
14619,2,0x5A0,2870,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
14620,2,0x5A0,2870,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x62321E,0x3A2218,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
14621,2,0x5A0,2870,0,0,0,0,0,0,0,0,0,0,0,0,0,,0xCE4D02,0x70300A,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
14622,2,0x5A0,2870,0,0,0,0,0,0,0,0,0,0,0,0,0,,0xD46E00,0x734009,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
14623,2,0x5A0,2870,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x602E1E,0x392018,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
14624,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x2A1C15,0x522F1E,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
14625,4,0x0,720,1440,2520,0,0,0,0,0,0,0,0,0,0,0,,0x4D4D4D,0x4D4D4D,0x4D4D4D,0x4D4D4D,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
14626,1,0x5A0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0xFF8E6F,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
14627,2,0x5A0,2870,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x3B1C12,0x261712,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
14628,1,0x5A0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x371400,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
14629,4,0x0,720,1440,2520,0,0,0,0,0,0,0,0,0,0,0,,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
14630,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
14631,5,0x0,720,1440,2520,2640,0,0,0,0,0,0,0,0,0,0,,0xA1715,0x314A5F,0x217FAB,0x314A5F,0xA1715,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
14632,5,0x0,720,1440,2520,2640,0,0,0,0,0,0,0,0,0,0,,0xA0E14,0x16253F,0x1D3A5D,0x192A39,0xA0E14,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
14633,5,0x0,720,1440,2520,2640,0,0,0,0,0,0,0,0,0,0,,0xA1715,0x314A5F,0x217FAB,0x314A5F,0xA1715,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
14634,5,0x0,720,1440,2520,2640,0,0,0,0,0,0,0,0,0,0,,0xA0E14,0x16253F,0x1D3A5D,0x1F2A39,0xA0E14,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
14635,1,0x5A0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0xFFCC94,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
14636,1,0x5A0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x8C6F8E,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
14637,1,0x5A0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0xA06394,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
14638,1,0x5A0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0xFFE2AF,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
14639,1,0x5A0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0xF6B258,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
14640,1,0x5A0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0xC1634E,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
14641,1,0x5A0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x863D48,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
14642,1,0x5A0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x904230,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
14643,1,0x5A0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x5A5A5A,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
14644,1,0x5A0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0xFFF7DE,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
14645,1,0x5A0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x9C6108,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
14646,1,0x5A0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x310035,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
14647,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
14648,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
14649,5,0x0,720,1440,2520,2640,0,0,0,0,0,0,0,0,0,0,,0x39453C,0x725C4F,0x725C4F,0x725C4F,0x39453C,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
14650,6,0x0,360,720,1440,2520,2640,0,0,0,0,0,0,0,0,0,,0x352B4A,0x352B4A,0x563861,0x563861,0x563861,0x352B4A,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
14651,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x473C24,0x9E6147,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
14652,6,0x0,360,720,1440,2520,2640,0,0,0,0,0,0,0,0,0,,0x352B4A,0x352B4A,0x5B3B42,0x71523F,0x82393E,0x352B4A,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
14653,1,0x870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0xFF6D00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
14654,1,0x870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x5D5078,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
14655,1,0x870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x2F353E,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
14656,1,0x870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x6B5C80,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
14657,1,0x870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x947765,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
14658,1,0x870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0xB57342,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
14659,1,0x870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0xC7822B,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
14660,1,0x870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x694644,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
14661,1,0x870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x6E6E6E,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
14662,1,0x870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0xFFE2A9,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
14663,1,0x870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0xFF9E56,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
14664,1,0x870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0xFF203E58,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
14665,1,0x870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0xFF000000,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
14666,1,0x870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x5D5078,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
14667,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
14668,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
14669,1,0x870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0xFF040840,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
14670,1,0x870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0xFF041B4C,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
14671,1,0x870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0xFF6D00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
14672,1,0x870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x5D5078,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
14673,1,0x870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x2F353E,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
14674,1,0x870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x694644,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
14675,1,0x870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x694644,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
14676,1,0x870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x694644,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
14677,1,0x870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x694644,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
14678,1,0x870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x694644,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
14679,1,0x870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x6E6E6E,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
14680,1,0x870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0xFFE2A9,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
14681,1,0x870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0xC79E7B,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
14682,1,0x870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0xFF203E58,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
14683,1,0x870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0xFF000000,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
14684,1,0x870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x5D5078,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
14685,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
14686,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
14687,1,0x870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0xFF040840,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
14688,1,0x870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0xFF041B4C,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
14689,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x3F788E,0x7492A7,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
14690,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x34587A,0x406F94,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
14691,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x774A5F,0xA28896,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
14692,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0xD3A4B,0x60817F,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
14693,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x1D827F,0x7DB39E,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
14694,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x71D7C5,0x8BF6BA,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
14695,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x7BEAD6,0x93FFCD,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
14696,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0xF98B1E,0xF98B1E,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
14697,4,0x0,720,1440,2520,0,0,0,0,0,0,0,0,0,0,0,,0x4D4D4D,0x4D4D4D,0x191919,0x191919,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
14698,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0xD0F3FF,0xFFF7DE,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
14699,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x407F7B,0x649683,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
14700,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x446973,0x446973,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
14701,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
14702,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
14703,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0xA1715,0x217FAB,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
14704,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0xA0E14,0x1D3A5D,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
14705,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0xF48C00,0xF48C00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
14706,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x25506D,0x25506D,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
